                Time |                  CPU |               Memory |   Children |      Files |    Sockets |      Pipes
1550594699.080056033 |          0.002130551 |            104620032 |          1 |          5 |          0 |          0
1550594699.080066897 |          0.002130551 |            104620032 |          1 |          5 |          0 |          0
1550594699.080077685 |          0.002130551 |            104620032 |          1 |          5 |          0 |          0
1550594699.080088619 |          0.002130551 |            104620032 |          1 |          5 |          0 |          0
1550594699.080099604 |          0.002130551 |            104620032 |          1 |          5 |          0 |          0
1550594699.080110388 |          0.002130551 |            104620032 |          1 |          5 |          0 |          0
1550594699.080121568 |          0.002130551 |            104620032 |          1 |          5 |          0 |          0
1550594699.080132461 |          0.002130551 |            104620032 |          1 |          5 |          0 |          0
1550594699.080143285 |          0.002130551 |            104620032 |          1 |          5 |          0 |          0
1550594699.080154120 |          0.002130551 |            104620032 |          1 |          5 |          0 |          0
1550594699.080165002 |          0.002130551 |            104620032 |          1 |          5 |          0 |          0
1550594699.080175970 |          0.002130551 |            104620032 |          1 |          5 |          0 |          0
1550594699.080186868 |          0.002130551 |            104620032 |          1 |          5 |          0 |          0
1550594699.080197847 |          0.002130551 |            104620032 |          1 |          5 |          0 |          0
1550594699.080208889 |          0.002130551 |            104620032 |          1 |          5 |          0 |          0
1550594699.080219853 |          0.002130551 |            104620032 |          1 |          5 |          0 |          0
1550594699.080230637 |          0.002130551 |            104620032 |          1 |          5 |          0 |          0
1550594699.080241575 |          0.002130551 |            104620032 |          1 |          5 |          0 |          0
1550594699.080252367 |          0.002130551 |            104620032 |          1 |          5 |          0 |          0
1550594699.080263181 |          0.002130551 |            104620032 |          1 |          5 |          0 |          0
1550594699.080274132 |          0.002130551 |            104620032 |          1 |          5 |          0 |          0
1550594699.080284944 |          0.002130551 |            104620032 |          1 |          5 |          0 |          0
1550594699.080295781 |          0.002130551 |            104620032 |          1 |          5 |          0 |          0
1550594699.080306712 |          0.002130551 |            104620032 |          1 |          5 |          0 |          0
1550594699.080317537 |          0.002130551 |            104620032 |          1 |          5 |          0 |          0
1550594699.080328396 |          0.002130551 |            104620032 |          1 |          5 |          0 |          0
1550594699.080339408 |          0.002130551 |            104620032 |          1 |          5 |          0 |          0
1550594699.080350214 |          0.002130551 |            104620032 |          1 |          5 |          0 |          0
1550594699.080361036 |          0.002130551 |            104620032 |          1 |          5 |          0 |          0
1550594699.080372006 |          0.002130551 |            104620032 |          1 |          5 |          0 |          0
1550594699.080382867 |          0.002130551 |            104620032 |          1 |          5 |          0 |          0
1550594699.080393734 |          0.002130551 |            104620032 |          1 |          5 |          0 |          0
1550594699.080404905 |          0.002130551 |            104620032 |          1 |          5 |          0 |          0
1550594699.080415852 |          0.002130551 |            104620032 |          1 |          5 |          0 |          0
1550594699.080426698 |          0.002130551 |            104620032 |          1 |          5 |          0 |          0
1550594699.080437650 |          0.002130551 |            104620032 |          1 |          5 |          0 |          0
1550594699.080448611 |          0.002130551 |            104620032 |          1 |          5 |          0 |          0
1550594699.080459412 |          0.002130551 |            104620032 |          1 |          5 |          0 |          0
1550594699.080470350 |          0.002130551 |            104620032 |          1 |          5 |          0 |          0
1550594699.080481272 |          0.002130551 |            104620032 |          1 |          5 |          0 |          0
1550594699.080492145 |          0.002130551 |            104620032 |          1 |          5 |          0 |          0
1550594699.080503154 |          0.002130551 |            104620032 |          1 |          5 |          0 |          0
1550594699.080514064 |          0.002130551 |            104620032 |          1 |          5 |          0 |          0
1550594699.080524885 |          0.002130551 |            104620032 |          1 |          5 |          0 |          0
1550594699.080535719 |          0.002130551 |            104620032 |          1 |          5 |          0 |          0
1550594699.080546741 |          0.002130551 |            104620032 |          1 |          5 |          0 |          0
1550594699.080557542 |          0.002130551 |            104620032 |          1 |          5 |          0 |          0
1550594699.080568370 |          0.002130551 |            104620032 |          1 |          5 |          0 |          0
1550594699.080579347 |          0.002130551 |            104620032 |          1 |          5 |          0 |          0
1550594699.080590205 |          0.002130551 |            104620032 |          1 |          5 |          0 |          0
1550594699.080601136 |          0.002130551 |            104620032 |          1 |          5 |          0 |          0
1550594699.080611972 |          0.002130551 |            104620032 |          1 |          5 |          0 |          0
1550594699.080622882 |          0.002130551 |            104620032 |          1 |          5 |          0 |          0
1550594699.080633750 |          0.002130551 |            104620032 |          1 |          5 |          0 |          0
1550594699.080644519 |          0.002130551 |            104620032 |          1 |          5 |          0 |          0
1550594699.080655396 |          0.002130551 |            104620032 |          1 |          5 |          0 |          0
1550594699.080666248 |          0.002130551 |            104620032 |          1 |          5 |          0 |          0
1550594699.080677230 |          0.002130551 |            104620032 |          1 |          5 |          0 |          0
1550594699.080688362 |          0.002130551 |            104620032 |          1 |          5 |          0 |          0
1550594699.080699370 |          0.002130551 |            104620032 |          1 |          5 |          0 |          0
1550594699.080710237 |          0.002130551 |            104620032 |          1 |          5 |          0 |          0
1550594699.080721057 |          0.002130551 |            104620032 |          1 |          5 |          0 |          0
1550594699.080731986 |          0.002130551 |            104620032 |          1 |          5 |          0 |          0
1550594699.080742895 |          0.002130551 |            104620032 |          1 |          5 |          0 |          0
1550594699.080753726 |          0.002130551 |            104620032 |          1 |          5 |          0 |          0
